Mod:Item:MetaData, Localized Name
divinerpg:red_ender_boots, Красные ботинки Края
divinerpg:yellow_ender_helmet, Жёлтый шлем Края
divinerpg:yellow_ender_chestplate, Жёлтая кираса Края
divinerpg:yellow_ender_leggings, Жёлтые поножи Края
divinerpg:yellow_ender_boots, Жёлтые ботинки Края
divinerpg:frozen_helmet, Замороженный шлем
divinerpg:frozen_chestplate, Замороженная кираса
divinerpg:frozen_leggings, Замороженные поножи
divinerpg:frozen_boots, Замороженные ботинки
divinerpg:inferno_helmet, Адский шлем
divinerpg:inferno_chestplate, Адская кираса
divinerpg:inferno_leggings, Адские поножи
divinerpg:inferno_boots, Адские ботинки
divinerpg:jack_o_man_helmet, Шлем Джек-О-Мена
divinerpg:jack_o_man_chestplate, Кираса Джек-О-Мена
divinerpg:jack_o_man_leggings, Поножи Джек-О-Мена
divinerpg:jack_o_man_boots, Ботинки Джек-О-Мена
divinerpg:jungle_helmet, Шлем джунглей
divinerpg:jungle_chestplate, Кираса джунглей
divinerpg:jungle_leggings, Поножи джунглей
divinerpg:jungle_boots, Ботинки джунглей
divinerpg:kraken_helmet, Шлем Кракена
divinerpg:kraken_chestplate, Кираса Кракена
divinerpg:kraken_leggings, Поножи Кракена
divinerpg:kraken_boots, Ботинки Кракена
divinerpg:netherite_helmet, Незеритовый шлем
divinerpg:netherite_chestplate, Незеритовая кираса
divinerpg:netherite_leggings, Незеритовые поножи
divinerpg:netherite_boots, Незеритовые ботинки
divinerpg:realmite_helmet, Реалмитовый шлем
divinerpg:realmite_chestplate, Реалмитовая кираса
divinerpg:realmite_leggings, Реалмитовые поножи
divinerpg:realmite_boots, Реалмитовые ботинки
divinerpg:rupee_helmet, Рупиевый шлем
divinerpg:rupee_chestplate, Рупиевая кираса
divinerpg:rupee_leggings, Рупиевые поножи
divinerpg:rupee_boots, Рупиевые ботинки
divinerpg:blue_rupee_helmet, Синий рупиевый шлем
divinerpg:blue_rupee_chestplate, Синяя рупиевая кираса
divinerpg:blue_rupee_leggings, Синие рупиевые поножи
divinerpg:blue_rupee_boots, Синие рупиевые ботинки
divinerpg:gray_rupee_helmet, Серый рупиевый шлем
divinerpg:gray_rupee_chestplate, Серая рупиевая кираса
divinerpg:gray_rupee_leggings, Серые рупиевые поножи
divinerpg:gray_rupee_boots, Серые рупиевые ботинки
divinerpg:green_rupee_helmet, Зелёный рупиевый шлем
divinerpg:green_rupee_chestplate, Зелёная рупиевая кираса
divinerpg:green_rupee_leggings, Зелёные рупиевые поножи
divinerpg:green_rupee_boots, Зелёные рупиевые ботинки
divinerpg:red_rupee_helmet, Красный рупиевый шлем
divinerpg:red_rupee_chestplate, Красная рупиевая кираса
divinerpg:red_rupee_leggings, Красные рупиевые поножи
divinerpg:red_rupee_boots, Красные рупиевые ботинки
divinerpg:yellow_rupee_helmet, Жёлтый рупиевый шлем
divinerpg:yellow_rupee_chestplate, Жёлтая рупиевая кираса
divinerpg:yellow_rupee_leggings, Жёлтые рупиевые поножи
divinerpg:yellow_rupee_boots, Жёлтые рупиевые ботинки
divinerpg:shadow_helmet, Шлем тени
divinerpg:shadow_chestplate, Кираса тени
divinerpg:shadow_leggings, Поножи тени
divinerpg:shadow_boots, Ботинки тени
divinerpg:skeleman_helmet, Шлем скелета
divinerpg:skeleman_chestplate, Кираса скелета
divinerpg:skeleman_leggings, Поножи скелета
divinerpg:skeleman_boots, Ботинки скелета
divinerpg:terran_helmet, Земляной шлем
divinerpg:terran_chestplate, Земляная кираса
divinerpg:terran_leggings, Земляные поножи
divinerpg:terran_boots, Земляные ботинки
divinerpg:wither_reaper_helmet, Шлем Увядшего жнеца
divinerpg:wither_reaper_chestplate, Кираса Увядшего жнеца
divinerpg:wither_reaper_leggings, Поножи Увядшего жнеца
divinerpg:wither_reaper_boots, Ботинки Увядшего жнеца
divinerpg:santa_helmet, Шапка Санты
divinerpg:santa_chestplate, Нагрудник Санты
divinerpg:santa_leggings, Поножи Санты
divinerpg:santa_boots, Ботинки Санты
divinerpg:eden_helmet, Шлем Эдема
divinerpg:eden_chestplate, Кираса Эдема
divinerpg:eden_leggings, Поножи Эдема
divinerpg:eden_boots, Ботинки Эдема
divinerpg:wildwood_helmet, Шлем Дикого леса
divinerpg:wildwood_chestplate, Кираса Дикого леса
divinerpg:wildwood_leggings, Поножи Дикого леса
divinerpg:wildwood_boots, Ботинки Дикого леса
divinerpg:apalachia_helmet, Шлем Апалачии
divinerpg:apalachia_chestplate, Кираса Апалачии
divinerpg:apalachia_leggings, Поножи Апалачии
divinerpg:apalachia_boots, Ботинки Апалачии
divinerpg:skythern_helmet, Шлем Небесного тёрна
divinerpg:skythern_chestplate, Кираса Небесного тёрна
divinerpg:skythern_leggings, Поножи Небесного тёрна
divinerpg:skythern_boots, Ботинки Небесного тёрна
divinerpg:mortum_helmet, Шлем Мортума
divinerpg:mortum_chestplate, Кираса Мортума
divinerpg:mortum_leggings, Поножи Мортума
divinerpg:mortum_boots, Ботинки Мортума
divinerpg:halite_helmet, Халитовый шлем
divinerpg:halite_chestplate, Халитовая кираса
divinerpg:halite_leggings, Халитовые поножи
divinerpg:halite_boots, Халитовые ботинки
divinerpg:awakened_halite_helmet, Пробужденный халитовый шлем
divinerpg:awakened_halite_chestplate, Пробужденный халитовый нагрудник
divinerpg:awakened_halite_leggings, Пробужденные халитовые поножи
divinerpg:awakened_halite_boots, Пробужденные халитовые ботинки
divinerpg:korma_helmet, Шлем Кормы
divinerpg:korma_chestplate, Кираса Кормы
divinerpg:korma_leggings, Поножи Кормы
divinerpg:korma_boots, Ботинки Кормы
divinerpg:vemos_helmet, Шлем Вемоса
divinerpg:vemos_chestplate, Кираса Вемоса
divinerpg:vemos_leggings, Поножи Вемоса
divinerpg:vemos_boots, Ботинки Вемоса
divinerpg:degraded_helmet, Попранный шлем
divinerpg:degraded_hood, Попранный капюшон
divinerpg:degraded_mask, Попранная маска
divinerpg:degraded_chestplate, Попранная кираса
divinerpg:degraded_leggings, Попранные поножи
divinerpg:degraded_boots, Попранные ботинки
divinerpg:finished_helmet, Законченный шлем
divinerpg:finished_hood, Законченный капюшон
divinerpg:finished_mask, Законченная маска
divinerpg:finished_chestplate, Законченная кираса
divinerpg:finished_leggings, Законченные поножи
divinerpg:finished_boots, Законченные ботинки
divinerpg:glistening_helmet, Сверкающий шлем
divinerpg:glistening_hood, Сверкающий капюшон
divinerpg:glistening_mask, Сверкающая маска
divinerpg:glistening_chestplate, Сверкающая кираса
divinerpg:glistening_leggings, Сверкающие поножи
divinerpg:glistening_boots, Сверкающие ботинки
divinerpg:demonized_helmet, Демонический шлем
divinerpg:demonized_hood, Демонический капюшон
divinerpg:demonized_mask, Демоническая маска
divinerpg:demonized_chestplate, Демоническая кираса
divinerpg:demonized_leggings, Демонические поножи
